scholar_id,name,gender,affiliation,url_picture,i10index,i10index5y,hindex,hindex5y,citedby,citedby5y,num_publications
Tyn5kV8AAAAJ,Ricardo Mendes,M,University of Coimbra,,1,1,3,3,186,186,9
g0PxmOoAAAAJ,Vasileios Papapanagiotou,M,"Electrical and Computer Engineering, Aristotle University of Thessaloniki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=g0PxmOoAAAAJ&citpid=2,9,8,9,9,192,189,24
Tomgj2cAAAAJ,Stanley Fokong,M,"Post Doc, RWTH-Aachen University",,18,16,17,16,1327,915,28
45m0u-AAAAAJ,murilo tome,M,Universidade de São Paulo,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=45m0u-AAAAAJ&citpid=2,40,28,27,15,2423,730,129
ppnPt2MAAAAJ,Panagiotis Symeonidis,M,"Associate Professor, Dept. of Information and Communication Systems Eng., University of the Aegean",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ppnPt2MAAAAJ&citpid=5,47,38,29,23,3068,1638,101
EVp4GNYAAAAJ,Paschalis Gkaidatzis,M,"CERTH - ITI, Department of Electrical and Computer Engineering, University of Western Macedonia",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=EVp4GNYAAAAJ&citpid=1,6,6,8,8,226,226,25
qyPWUBcAAAAJ,Priya Narasimhan,M,"Professor, Electrical & Computer Engineering, Carnegie Mellon University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qyPWUBcAAAAJ&citpid=2,104,38,41,24,6337,1867,262
7LNLZXoAAAAJ,Theodora Tsikrika,F,"Information Technologies Institute, CERTH, Greece",,31,14,19,12,1296,540,99
bWpr6QQAAAAJ,João Bispo,M,FEUP/INESCTEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bWpr6QQAAAAJ&citpid=3,19,11,14,10,825,441,66
95N05ogAAAAJ,Yoshiaki Yasuno,M,"Computational Optics Group, University of Tsukuba",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=95N05ogAAAAJ&citpid=1,129,103,54,35,9741,4312,491
1xy4_wYAAAAJ,Antti Mäntyniemi,M,"Electrical Engineering, University of Oulu",,21,8,17,8,1161,359,39
P0nvomMAAAAJ,Shahriar Shahabuddin,M,Nokia,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=P0nvomMAAAAJ&citpid=6,10,8,10,8,434,407,34
SvnICwIAAAAJ,Vitor Pereira,M,"HASLab | INESC TEC & FCUP, Universidade do Porto, Portugal",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=SvnICwIAAAAJ&citpid=1,1,1,6,6,75,72,23
L4rfh_kAAAAJ,Stefan Schmid,M,Bosch Corporate Research,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L4rfh_kAAAAJ&citpid=2,58,24,27,17,2317,917,121
QKOH5iYAAAAJ,Stefanos Zafeiriou,M,"Professor, Imperial College London",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QKOH5iYAAAAJ&citpid=2,184,160,59,47,15976,12995,369
YiwGgkYAAAAJ,Carl-Mikael Lönn,M,"Informatics and media, Uppsala University",,10,7,10,8,182,156,17
lzjkLYAAAAAJ,Willie Harrison,M,"Associate Professor of ECEn, Brigham Young University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lzjkLYAAAAAJ&citpid=2,13,9,12,9,498,353,57
fpMwF4IAAAAJ,mikko Vehkapera,M,"Senior Scientist, VTT Technical Research Centre of Finland",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fpMwF4IAAAAJ&citpid=2,28,20,19,15,1670,1009,90
c4O_h_EAAAAJ,George Voyatzis,M,"Physics department, University of Thessaloniki",,40,28,23,13,2268,532,107
g8H4M-QAAAAJ,Bjørnar Tessem,M,"Professor in Information Science, University of Bergen, Norway",,16,11,14,11,1216,494,63
gh7QUgYAAAAJ,Flávio Cruz,M,University of Porto and Carnegie Mellon University,,2,1,5,4,78,48,31
SmRfp1gAAAAJ,Luis G. Ordóñez,M,"Research Assistant at the Signal Theory and Communications Department, Universitat Politècnica de Catalunya",,16,7,13,8,1155,680,43
qc9iU5YAAAAJ,Harry Manifavas,M,Senior Research Collaborator @ ICS-FORTH,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=qc9iU5YAAAAJ&citpid=3,33,26,18,15,1467,761,54
I7DPbEYAAAAJ,Benjamin Renoust,M,Osaka University - Institute for Datability Science,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I7DPbEYAAAAJ&citpid=3,8,8,9,9,433,333,75
eHMWC5AAAAAJ,Ihor Korolov,M,"Ruhr Universität in Bochum, AEPT",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eHMWC5AAAAAJ&citpid=2,55,36,25,21,1642,1110,170
QG8aWfIAAAAJ,Marc Delcroix,M,NTT Communication Science Laboratories,,69,52,30,28,3875,2823,185
RqP3d54AAAAJ,Constantinos S. Hilas,M,International Hellenic University (Serres Campus),,18,10,14,10,619,269,53
bdKMzcwAAAAJ,Tomohiro Kuroda,M,Kyoto University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bdKMzcwAAAAJ&citpid=2,53,17,21,13,2357,1068,475
zcw9w-wAAAAJ,Konstantinos Sechidis,M,Novartis,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=zcw9w-wAAAAJ&citpid=10,11,10,10,10,479,436,26
9P2KGOwAAAAJ,Mohammed Haddad,M,"Associate professor (maitre de conférence), Université Claude Bernard Lyon 1",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=9P2KGOwAAAAJ&citpid=2,10,3,10,7,267,159,65
tlRKDPUAAAAJ,F.J. Galindo-Rosales,M,Transport Phenomena Research Center / Faculty of Engineering of the University of Porto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=tlRKDPUAAAAJ&citpid=2,21,20,18,16,1173,814,86
mj9a8esAAAAJ,Salim Belouettar,M,Luxembourg Institute of Science and Technology. Material & Research Department.,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mj9a8esAAAAJ&citpid=10,143,108,40,31,5557,3424,390
xO_Qyr0AAAAJ,Jean-Marie Lagniez,M,"Professor of Computer Science, CRIL - Artois University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xO_Qyr0AAAAJ&citpid=9,23,20,16,14,917,677,118
_ha8D1EAAAAJ,Fani Tzima,F,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=_ha8D1EAAAAJ&citpid=2,8,2,8,5,146,69,18
QH3YAhcAAAAJ,"Vyacheslav (Slava) Kalchenko, MD, PhD.",M,"Senior Staff Scientist, Head of Optical Imaging & Translational Bioengineering Unit at the Weizmann",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=QH3YAhcAAAAJ&citpid=7,49,41,31,24,4564,2314,107
Bf-XP6MAAAAJ,Efstratios Kontopoulos,M,Knowledge Scientist | Semantic Technologies Professional,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Bf-XP6MAAAAJ&citpid=11,28,21,16,14,1244,856,76
D-TVdckAAAAJ,Minna Pakanen,F,"Assistant Professor, Department of Civil- and Architectural Engineering, Socio-Technical Design",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=D-TVdckAAAAJ&citpid=3,7,5,8,8,308,230,52
NkExjkQAAAAJ,Dario Sabella,M,Intel,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=NkExjkQAAAAJ&citpid=2,38,33,22,20,6826,5542,138
gez03WcAAAAJ,Alexandros Liapis,M,"School of Science and Technology, Hellenic Open University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gez03WcAAAAJ&citpid=3,4,4,6,6,113,105,14
6qfSjVwAAAAJ,Christos Zigkolis,M,Department of Informatics AUTH,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=6qfSjVwAAAAJ&citpid=4,9,2,9,5,347,116,19
U-FV5nQAAAAJ,Yessin M. NEGGAZ,M,"LAAS-CNRS, INSA-Toulouse",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=U-FV5nQAAAAJ&citpid=3,3,3,5,5,79,68,12
gVkRQTUAAAAJ,Eemil Lagerspetz,M,"Postdoctoral Researcher at Department of Computer Science, University of Helsinki",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gVkRQTUAAAAJ&citpid=2,26,21,17,15,1525,968,66
s_R5Y4IAAAAJ,Mohammad T. Freigoun,M,"Graduate Student, Arizona State University",,4,4,5,5,141,141,9
hI0TLooAAAAJ,Ioannis Askoxylakis,M,European Commission,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=hI0TLooAAAAJ&citpid=2,28,21,15,13,1285,905,92
xK3UxEQAAAAJ,Ourania Hatzi,F,"Department of Informatics and Telematics, Harokopio University of Athens",,11,5,10,7,372,158,23
Nr7smP8AAAAJ,Ioannis Kompatsiaris,M,"Senior Researcher, Information Technologies Institute, CERTH",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Nr7smP8AAAAJ&citpid=2,301,172,52,39,13205,7147,933
I0f6IbAAAAAJ,Andreas I. Chrysochos,M,"R&D Department, Hellenic Cables",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=I0f6IbAAAAAJ&citpid=3,22,21,15,15,703,602,68
JaERJSsAAAAJ,Paweł Fiderek,M,"Instytut Informatyki Stosowanej, Politechnika Łódzka",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JaERJSsAAAAJ&citpid=2,3,3,6,5,276,231,23
AhfrmCoAAAAJ,Jarkko Hyysalo,M,University of Oulu,,4,2,7,4,155,76,31
aNh760EAAAAJ,Toni Alatalo,M,"University of Oulu, Finland & Playsign Ltd.",,9,5,9,6,240,129,24
icsof3YAAAAJ,Emmanouil Tsardoulias,M,"Aristotle University of Thessaloniki, School of Electrical and Computer Engineering",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=icsof3YAAAAJ&citpid=2,13,12,12,11,373,332,47
f1w2dAwAAAAJ,Kari Smolander,M,"Professor of Software Engineering, LUT University (former Lappeenranta University of Technology)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=f1w2dAwAAAAJ&citpid=6,80,47,34,22,4708,2903,191
Ha_ZNlkAAAAJ,Marcus Kaiser,M,"Professor of Neuroinformatics, School of Medicine, University of Nottingham, UK",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Ha_ZNlkAAAAJ&citpid=10,76,66,38,33,7528,3665,142
xYKJYjsAAAAJ,Aleksandra Polak-Sopinska,F,Politechnika Łódzka,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=xYKJYjsAAAAJ&citpid=10,4,4,6,5,147,128,88
E361geAAAAAJ,Konstantinos Moustakas,M,"Professor, University of Patras, Electrical and Computer Engineering Department",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=E361geAAAAAJ&citpid=3,38,24,20,14,1490,835,263
iXqBOp0AAAAJ,Christos T. Maravelias,M,Princeton University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=iXqBOp0AAAAJ&citpid=1,125,120,50,41,8672,6175,336
HUQzTMoAAAAJ,Jesus Alonso-Zarate,M,i2cat Foundation,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=HUQzTMoAAAAJ&citpid=1,66,47,25,22,3344,2632,194
3cyGPHcAAAAJ,Clare Bambra,F,"Professor of Public Health, Popuation Health Sciences Institute, Newcastle University, UK",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=3cyGPHcAAAAJ&citpid=3,168,150,71,58,16541,10076,243
UQW8uHEAAAAJ,Dimitrios Balobas,M,"Phd Student, Aristotle University of Thessaloniki",,2,2,4,4,66,65,10
6YcB7hMAAAAJ,Oliver H. Heckl,M,University of Vienna,,28,27,23,18,2098,1108,111
2SwkxWkAAAAJ,oleg borodin,M,Unknown affiliation,,119,68,36,22,5431,1981,259
L-4CBs8AAAAJ,Guido Giunti,M,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=L-4CBs8AAAAJ&citpid=4,9,9,9,9,279,277,27
lZv6NKcAAAAJ,Beatriz Lorenzo,M,University of Massachusetts Amherst,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=lZv6NKcAAAAJ&citpid=13,16,13,12,11,508,416,67
dgobB6AAAAAJ,Luc De Raedt,M,"professor, KU Leuven",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=dgobB6AAAAAJ&citpid=1,221,116,66,32,19986,5832,626
bUC7RZcAAAAJ,Francisco (Paco) Chinesta,M,ENSAM Institute of Technology / PIMM / ESI CHAIR / Spanish Royal Acad. Engrg,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=bUC7RZcAAAAJ&citpid=2,253,173,53,38,13535,7145,1578
JTFfexYAAAAJ,Xiaobai Li,F,University of Oulu,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=JTFfexYAAAAJ&citpid=6,24,24,19,19,2693,2311,41
sGpHn-wAAAAJ,Veronique Veque,F,"Professor, Paris Sud University",,25,9,14,9,777,411,151
nXz8W7kAAAAJ,Krzysztof Walczak,M,"Full Professor, Poznań University of Economics and Business",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=nXz8W7kAAAAJ&citpid=3,54,24,23,15,2349,825,138
uiuQAVAAAAAJ,Amy Shen,F,Okinawa Institute of Science and Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uiuQAVAAAAAJ&citpid=1,91,75,32,29,3577,2192,245
rZ9y90oAAAAJ,Romina Poguntke geb. Kettner,F,University of Stuttgart,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=rZ9y90oAAAAJ&citpid=3,5,5,6,6,155,154,30
7DZ_0BoAAAAJ,Itamar Willner,M,The Hebrew University of Jerusalem,,746,477,160,84,93524,27979,1043
33m55BYAAAAJ,Florent Kaisser,M,"Post-doc, LEOST, IFSTTAR",,5,3,7,5,125,78,15
KkUeEhAAAAAJ,Volker Kühn,M,Universität Rostock,,35,13,18,11,3797,777,162
l6AL_IoAAAAJ,Sotirios Papaioannou,M,PhD,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=l6AL_IoAAAAJ&citpid=2,16,13,14,12,621,379,44
gjiGD-EAAAAJ,Jussi Collin,M,"CEO Nordic Inertial, Adjunct Professor Tampere University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gjiGD-EAAAAJ&citpid=2,42,26,24,17,1866,975,83
Lb617EMAAAAJ,Ekram Hossain,M,"Professor, University of Manitoba, Canada, IEEE Fellow",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Lb617EMAAAAJ&citpid=2,347,250,94,72,33851,19212,708
pKTE3cMAAAAJ,Christiane Antweiler,F,RWTH Aachen University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=pKTE3cMAAAAJ&citpid=2,23,13,16,12,1001,464,59
CjCdjWwAAAAJ,George Dabos,M,Aristotle University of Thessaloniki,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=CjCdjWwAAAAJ&citpid=2,10,9,10,9,236,222,57
ojkArgn5IlAC,Antti Ylä-Jääski,M,"Professor of Telecommunications software, Aalto University",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=ojkArgn5IlAC&citpid=2,62,45,30,25,3347,1806,170
eztAtiUAAAAJ,Guillaume Jourjon,M,"Senior Researcher, Data61-CSIRO",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=eztAtiUAAAAJ&citpid=1,34,21,19,15,1324,798,87
LW18C-UAAAAJ,"Sven Laqua, PhD",M,"Computer Science, University College London",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LW18C-UAAAAJ&citpid=1,2,0,5,2,41,8,12
GSYmKH0AAAAJ,Dario Gasbarra,M,Unknown affiliation,,17,5,14,7,739,176,49
LKKSM1wAAAAJ,L Filipe C Castro,M,CIIMAR-University of Porto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=LKKSM1wAAAAJ&citpid=2,90,78,35,25,3876,2531,200
Amx0tmUAAAAJ,Carlos Parra (ORCID:0000-0002-9695-3775),M,"Profesor Asistente, Pontificia Universidad Javeriana (grid.41312.35 / ROR 03etyjw28)",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Amx0tmUAAAAJ&citpid=3,12,7,11,7,463,184,31
wn9gIDsAAAAJ,Pedro Carvalho,M,INESC TEC,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wn9gIDsAAAAJ&citpid=2,6,1,8,5,165,75,39
gwdPLZUAAAAJ,Yu Liu,M,Dalian University of Technology,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=gwdPLZUAAAAJ&citpid=2,15,14,13,13,1955,1935,34
7hw2Ha4AAAAJ,Chintha Tellambura,F,"Professor of Electrical Engineering, University of Alberta, Canada",,297,165,77,41,18682,6530,626
GXhpY9wAAAAJ,Ejder Baştuğ,M,"Member of Technical Staff, Nokia Bell Labs",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=GXhpY9wAAAAJ&citpid=2,24,21,18,18,3246,3041,43
BKnvOJ8AAAAJ,Ioannis Gonos,M,"Assosiate Professor, School of Electrical and Computer Engineering, National Technical University of",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=BKnvOJ8AAAAJ&citpid=3,65,34,26,16,2453,1138,193
aYvRNFYAAAAJ,Zhonghong Ou,M,"School of Computer Science, Beijing University of Posts and Telecommunications (BUPT), China",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=aYvRNFYAAAAJ&citpid=2,31,20,17,14,1220,761,77
V7dtXSwAAAAJ,Kostas Gouramanis,M,Post-doc AUTh,,4,2,7,6,168,98,14
-sVlXQUAAAAJ,Osmo Tervonen,M,"Professor of radiology, University of Oulu",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=-sVlXQUAAAAJ&citpid=8,166,106,59,34,12637,4536,295
E7JRoW4AAAAJ,Cátia Santos-Pereira,F,"Researcher, Faculty of Engeneering University of Porto",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=E7JRoW4AAAAJ&citpid=2,5,2,8,7,148,111,17
aOzoA7AAAAAJ,Konrad Laber,M,"Politechnika Częstochowska, Wydział Inżynierii Produkcji i Technologii Materiałów",,4,1,7,5,217,113,71
RuXsbeYAAAAJ,Alan Marshall,M,University of Liverpool,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=RuXsbeYAAAAJ&citpid=2,70,34,28,20,2604,1574,321
2TxRraUAAAAJ,Giannis Giannoulis,M,"Postdoctoral Researcher, School of Electrical and Computer Engineering, National Technical",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=2TxRraUAAAAJ&citpid=1,17,10,13,10,449,277,63
Xab3Q_0AAAAJ,Pejman Mowlaee,M,Senior Research Scientist,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Xab3Q_0AAAAJ&citpid=6,41,22,21,16,1456,869,110
FnNrWHcAAAAJ,Brett Ridel,M,INRIA,https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=FnNrWHcAAAAJ&citpid=2,1,1,3,3,116,104,10
7Iz8fKcAAAAJ,Paulo Costa,M,FEUP,,46,21,16,13,1264,732,200
DPyLWW0AAAAJ,Tammy Chung,M,"Rutgers, The State University of New Jersey",,114,101,50,33,7403,3652,257
GDugcOQAAAAJ,Pedro Fonte,M,"Faculty of Pharmacy, University of Porto",,36,32,22,22,1845,1574,73
IE0MagIAAAAJ,Volker Jaedicke,M,University of California at Berkeley,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=IE0MagIAAAAJ&citpid=2,8,5,8,6,385,211,26
wyVAzfAAAAAJ,Vahe Poghosyan,M,King Fahad Medical City,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=wyVAzfAAAAAJ&citpid=3,14,8,13,8,688,195,37
a1Bm9FEAAAAJ,Miguel V. Correia,M,INESC-TEC e Faculdade de Engenharia da Universidade do Porto,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=a1Bm9FEAAAAJ&citpid=1,27,12,16,10,906,479,157
XEig1pkAAAAJ,Ebrahim Karami,M,Memorial University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=XEig1pkAAAAJ&citpid=2,17,12,12,11,835,595,73
fF7SjAcAAAAJ,Daniel Loureiro,M,"PhD student, University of Porto",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=fF7SjAcAAAAJ&citpid=1,1,1,4,4,72,69,9
7L_KMhoAAAAJ,Luca Faes,M,"Professor of Biomedical Engineering, Department of Engineering, University of Palermo",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=7L_KMhoAAAAJ&citpid=2,98,82,41,33,4874,3069,286
mEUmOaUAAAAJ,Régis POMMIER,M,Université de Bordeaux,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=mEUmOaUAAAAJ&citpid=1,3,3,7,6,127,86,39
TKtxe-UAAAAJ,Dionisios Pnevmatikatos,M,"Professor of ECE,  National Technical University of Athens",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=TKtxe-UAAAAJ&citpid=2,63,34,28,17,3325,961,188
Bg_rkroAAAAJ,Risto Nieminen,M,Aalto University,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=Bg_rkroAAAAJ&citpid=2,416,156,100,47,40136,10544,930
Zs1qkuIAAAAJ,"Daniele Fanteria, PhD",M,"Associate Professor of Arospace Structures and Materials, University of Pisa",https://scholar.googleusercontent.com/citations?view_op=medium_photo&user=Zs1qkuIAAAAJ&citpid=1,12,9,12,9,407,351,55
VYjwtI8AAAAJ,"Олександр Гачкевич (Oleksandr Hachkevych, Aleksandr Gachkevich)",M,Інститут прикладних проблем механіки і математики ім.Я.С.Підстригача,https://scholar.googleusercontent.com/citations?view_op=view_photo&user=VYjwtI8AAAAJ&citpid=2,21,4,12,7,901,281,616
N9JINWQAAAAJ,Jeremiasz K. Jeszka,M,Unknown affiliation,,59,23,25,13,2624,597,146
uMYYOPgAAAAJ,Jorge Freire de Sousa,M,"Associate Professor, Faculdade de Engenharia U.P.",https://scholar.googleusercontent.com/citations?view_op=view_photo&user=uMYYOPgAAAAJ&citpid=2,17,11,14,11,1037,803,84
